1,0.40592,0.79043,495.13,1
2,0.5314,0.7049,495.48,1
3,0.30073,1.031,494.05,1
4,0.3518,0.96961,495.19,1
5,0.23564,1.8324,490.89,1
6,0.18165,1.5953,490.45,1
7,0.40842,0.87917,495.97,1
8,0.28235,0.85887,496.38,1
9,0.21486,1.6775,484.82,1
10,0.44071,0.84135,494.37,1
11,0.31959,1.2833,490.23,1
12,0.5035,0.97381,492.61,1
13,0.28331,1.3621,492.33,1
14,0.18402,1.0909,495.93,1
15,0.37728,1.0235,493.91,1
16,0.20057,1.5295,489.1,1
17,0.35449,1.1763,491.27,1
18,0.62235,1.0167,491.03,1
19,0.93207,0.27529,499.95,1
20,0.37931,1.3499,488.68,1
